# Value  before after
0.37 1.0 1.0
0.43 1.0 0.0
0.52 1.0 0.0
0.53 1.0 0.0
0.55 1.0 0.0
0.61 0.0 1.0
0.62 1.0 1.0
0.63 0.0 1.0
0.65 1.0 0.0
0.66 1.0 0.0
0.67 2.0 0.0
0.68 0.0 1.0
0.69 1.0 0.0
0.72 1.0 1.0
0.74 1.0 0.0
0.75 1.0 0.0
0.76 1.0 0.0
0.77 0.0 1.0
0.79 1.0 1.0
0.8 1.0 1.0
0.81 1.0 1.0
0.82 1.0 0.0
0.86 1.0 1.0
0.87 1.0 0.0
0.88 1.0 1.0
0.89 1.0 0.0
0.91 1.0 0.0
0.92 2.0 1.0
0.98 1.0 0.0
1.0 1.0 0.0
1.01 2.0 0.0
1.05 1.0 1.0
1.06 2.0 0.0
1.07 2.0 0.0
1.08 2.0 0.0
1.09 1.0 1.0
1.12 1.0 0.0
1.15 1.0 0.0
1.17 1.0 0.0
1.19 2.0 1.0
1.2 2.0 0.0
1.25 1.0 0.0
1.33 2.0 0.0
1.35 0.0 1.0
1.38 1.0 0.0
1.41 0.0 1.0
1.46 0.0 1.0
1.47 0.0 2.0
1.5 2.0 0.0
1.53 0.0 1.0
1.55 0.0 1.0
1.65 0.0 1.0
1.71 1.0 0.0
1.76 0.0 1.0
1.9 0.0 1.0
1.91 0.0 1.0
2.0 3.0 0.0
2.16 0.0 1.0
2.85 0.0 1.0
4.0 1.0 0.0
5.07 0.0 1.0
5.32 0.0 1.0
5.81 0.0 1.0
6.14 0.0 1.0
6.71 0.0 1.0
8.17 0.0 1.0
8.71 0.0 1.0
9.14 0.0 1.0
9.17 0.0 1.0
9.25 0.0 1.0
11.0 0.0 1.0
12.23 0.0 1.0
12.25 0.0 1.0
15.0 0.0 1.0
19.56 0.0 1.0
23.56 0.0 1.0
24.84 0.0 1.0
30.76 0.0 1.0
31.5 0.0 1.0
39.44 0.0 1.0
51.7 0.0 1.0
56.59 0.0 1.0
76.39 0.0 1.0
156.25 0.0 1.0
169.67 0.0 1.0
606.0 0.0 1.0
1073.0 0.0 1.0
