# Value  before after
3.0 1.0 0.0
4.0 2.0 0.0
5.0 1.0 2.0
6.0 1.0 1.0
7.0 2.0 2.0
8.0 0.0 1.0
9.0 0.0 1.0
10.0 1.0 0.0
13.0 1.0 0.0
14.0 0.0 2.0
15.0 1.0 0.0
16.0 0.0 1.0
23.0 2.0 0.0
24.0 0.0 1.0
25.0 0.0 1.0
27.0 1.0 0.0
31.0 0.0 1.0
43.0 1.0 0.0
44.0 1.0 1.0
49.0 0.0 1.0
50.0 1.0 0.0
58.0 1.0 0.0
59.0 0.0 1.0
62.0 1.0 0.0
63.0 0.0 1.0
64.0 0.0 1.0
74.0 1.0 0.0
75.0 1.0 1.0
76.0 0.0 1.0
77.0 1.0 0.0
78.0 0.0 1.0
79.0 1.0 0.0
80.0 1.0 0.0
81.0 0.0 2.0
90.0 1.0 0.0
94.0 0.0 1.0
134.0 1.0 0.0
135.0 0.0 1.0
149.0 1.0 0.0
150.0 1.0 1.0
151.0 0.0 1.0
171.0 1.0 0.0
172.0 0.0 1.0
199.0 1.0 0.0
200.0 0.0 1.0
271.0 1.0 0.0
272.0 0.0 1.0
275.0 1.0 0.0
277.0 0.0 1.0
422.0 1.0 0.0
423.0 0.0 1.0
687.0 1.0 0.0
690.0 0.0 1.0
823.0 1.0 0.0
825.0 0.0 1.0
1017.0 1.0 0.0
1020.0 0.0 1.0
1055.0 1.0 0.0
1057.0 0.0 1.0
1286.0 1.0 0.0
1291.0 0.0 1.0
1351.0 1.0 0.0
1354.0 0.0 1.0
1485.0 1.0 0.0
1493.0 1.0 1.0
1494.0 0.0 1.0
1576.0 1.0 0.0
1578.0 0.0 1.0
2232.0 1.0 0.0
2235.0 0.0 1.0
2268.0 1.0 0.0
2271.0 0.0 1.0
2336.0 1.0 0.0
2337.0 0.0 1.0
3029.0 1.0 0.0
3033.0 0.0 1.0
3845.0 1.0 0.0
3846.0 0.0 1.0
4133.0 1.0 0.0
4134.0 0.0 1.0
4529.0 1.0 0.0
4530.0 0.0 1.0
5160.0 1.0 0.0
5161.0 0.0 1.0
5304.0 1.0 0.0
5311.0 0.0 1.0
5788.0 1.0 0.0
5789.0 0.0 1.0
7014.0 1.0 0.0
7015.0 0.0 1.0
8967.0 1.0 0.0
8969.0 0.0 1.0
9581.0 1.0 0.0
9582.0 0.0 1.0
25202.0 1.0 0.0
25203.0 0.0 1.0
131629.0 1.0 0.0
131631.0 0.0 1.0
