# Value  before after
3.0 68.0 0.0
4.0 19.0 67.0
5.0 11.0 19.0
6.0 7.0 12.0
7.0 4.0 7.0
8.0 7.0 4.0
9.0 0.0 7.0
10.0 2.0 0.0
11.0 3.0 2.0
12.0 3.0 3.0
13.0 2.0 3.0
14.0 2.0 2.0
15.0 2.0 2.0
16.0 2.0 2.0
17.0 0.0 2.0
28.0 2.0 0.0
29.0 0.0 2.0
31.0 2.0 0.0
32.0 0.0 2.0
33.0 1.0 0.0
34.0 0.0 1.0
39.0 1.0 0.0
40.0 0.0 1.0
41.0 1.0 0.0
42.0 1.0 1.0
43.0 0.0 1.0
44.0 1.0 0.0
45.0 0.0 1.0
47.0 1.0 0.0
48.0 0.0 1.0
49.0 1.0 0.0
50.0 0.0 1.0
51.0 1.0 0.0
52.0 0.0 1.0
85.0 1.0 0.0
86.0 0.0 1.0
91.0 2.0 0.0
92.0 0.0 2.0
102.0 1.0 0.0
103.0 0.0 1.0
