# Value  before after
93.33 0.0 1.0
93.5 1.0 0.0
93.67 0.0 1.0
94.0 6.0 2.0
94.33 1.0 0.0
94.43 1.0 0.0
94.67 0.0 1.0
94.71 0.0 1.0
94.75 0.0 1.0
95.0 3.0 4.0
95.67 2.0 1.0
96.0 8.0 5.0
96.33 4.0 2.0
96.67 0.0 1.0
96.71 0.0 1.0
97.0 4.0 9.0
97.33 2.0 0.0
97.67 0.0 2.0
98.0 7.0 5.0
98.33 4.0 0.0
98.67 1.0 1.0
99.0 7.0 7.0
99.33 0.0 1.0
99.67 1.0 1.0
100.0 7.0 6.0
100.33 0.0 2.0
100.67 0.0 2.0
101.0 4.0 6.0
102.0 5.0 6.0
102.33 1.0 0.0
102.5 0.0 1.0
102.67 4.0 0.0
103.0 3.0 4.0
103.33 0.0 4.0
103.67 1.0 0.0
104.0 4.0 3.0
104.33 1.0 1.0
104.67 0.0 1.0
105.0 4.0 7.0
105.22 1.0 0.0
105.67 1.0 1.0
105.78 0.0 1.0
106.0 9.0 4.0
106.33 0.0 1.0
106.67 0.0 2.0
107.0 7.0 5.0
107.33 2.0 1.0
107.67 2.0 1.0
108.0 7.0 5.0
108.33 2.0 2.0
108.67 4.0 0.0
109.0 3.0 6.0
109.33 0.0 3.0
109.67 1.0 3.0
110.0 9.0 7.0
110.33 2.0 2.0
110.5 1.0 1.0
111.0 3.0 4.0
111.67 0.0 2.0
112.0 5.0 5.0
112.33 1.0 1.0
112.67 0.0 3.0
113.0 5.0 2.0
113.33 3.0 0.0
113.67 3.0 1.0
114.0 5.0 7.0
114.17 1.0 0.0
114.33 3.0 0.0
114.5 1.0 1.0
115.0 4.0 8.0
115.33 1.0 0.0
115.67 3.0 0.0
116.0 7.0 5.0
116.33 2.0 4.0
116.67 0.0 1.0
117.0 3.0 6.0
117.33 1.0 0.0
118.0 6.0 8.0
118.33 2.0 0.0
118.67 1.0 2.0
119.0 6.0 7.0
119.33 1.0 0.0
119.67 1.0 0.0
119.75 1.0 0.0
120.0 11.0 3.0
120.25 0.0 1.0
120.33 1.0 2.0
120.5 1.0 0.0
120.67 0.0 2.0
121.0 5.0 6.0
121.33 2.0 1.0
122.0 6.0 9.0
122.33 1.0 0.0
122.67 2.0 2.0
123.0 3.0 5.0
123.33 1.0 2.0
123.67 0.0 2.0
124.0 6.0 7.0
124.33 1.0 0.0
125.0 5.0 7.0
125.33 1.0 1.0
125.67 0.0 1.0
126.0 6.0 5.0
126.67 1.0 2.0
127.0 6.0 4.0
127.33 0.0 1.0
127.67 0.0 1.0
128.0 7.0 6.0
128.33 1.0 0.0
129.0 7.0 6.0
129.33 2.0 0.0
129.5 1.0 0.0
129.67 1.0 0.0
130.0 7.0 9.0
130.33 4.0 1.0
130.67 0.0 4.0
131.0 3.0 7.0
132.0 4.0 3.0
132.33 1.0 0.0
133.0 5.0 6.0
133.33 1.0 0.0
133.67 0.0 2.0
133.75 1.0 0.0
134.0 3.0 8.0
134.25 0.0 1.0
134.67 1.0 2.0
135.0 2.0 1.0
135.33 1.0 1.0
136.0 4.0 3.0
136.25 1.0 0.0
136.67 2.0 0.0
137.0 8.0 4.0
137.33 1.0 1.0
137.75 0.0 1.0
138.0 6.0 3.0
138.33 1.0 0.0
138.67 0.0 3.0
139.0 6.0 6.0
139.33 1.0 0.0
139.67 2.0 1.0
140.0 5.0 5.0
140.33 0.0 2.0
141.0 7.0 7.0
141.33 2.0 0.0
141.67 0.0 2.0
142.0 2.0 5.0
142.33 1.0 0.0
142.67 2.0 0.0
142.83 1.0 0.0
143.0 3.0 10.0
143.17 0.0 1.0
143.33 1.0 2.0
143.67 1.0 0.0
144.0 9.0 2.0
144.33 3.0 2.0
144.67 0.0 2.0
145.0 6.0 2.0
145.67 0.0 4.0
146.0 5.0 7.0
146.33 2.0 0.0
146.67 2.0 1.0
147.0 2.0 5.0
147.33 1.0 2.0
148.0 5.0 5.0
148.67 1.0 0.0
149.0 7.0 5.0
149.33 0.0 1.0
149.67 2.0 0.0
150.0 5.0 5.0
150.33 1.0 1.0
150.67 0.0 2.0
151.0 6.0 6.0
151.33 1.0 1.0
151.67 1.0 2.0
152.0 6.0 3.0
152.33 0.0 1.0
153.0 6.0 5.0
153.33 1.0 0.0
154.0 5.0 6.0
154.33 1.0 0.0
154.67 0.0 1.0
155.0 4.0 6.0
155.33 1.0 0.0
156.0 2.0 4.0
156.67 1.0 0.0
156.75 1.0 0.0
157.0 4.0 5.0
157.67 0.0 3.0
158.0 4.0 4.0
158.33 1.0 1.0
158.5 0.0 1.0
158.67 1.0 0.0
159.0 8.0 3.0
159.33 1.0 1.0
159.67 1.0 0.0
160.0 4.0 3.0
160.25 0.0 1.0
160.67 2.0 1.0
161.0 1.0 4.0
161.25 1.0 0.0
161.33 0.0 3.0
161.67 1.0 0.0
162.0 6.0 3.0
162.33 1.0 0.0
162.5 0.0 1.0
162.67 1.0 1.0
163.0 4.0 3.0
163.33 0.0 2.0
163.67 1.0 0.0
164.0 5.0 5.0
164.33 0.0 1.0
165.0 3.0 3.0
165.67 1.0 1.0
166.0 5.0 4.0
166.33 0.0 1.0
166.67 0.0 1.0
167.0 6.0 5.0
167.33 2.0 0.0
167.67 0.0 2.0
168.0 7.0 2.0
168.33 1.0 0.0
168.67 1.0 0.0
169.0 7.0 9.0
170.0 10.0 8.0
170.67 3.0 2.0
171.0 0.0 6.0
171.33 0.0 2.0
171.67 3.0 0.0
172.0 12.0 6.0
172.33 0.0 4.0
173.0 7.0 3.0
173.33 2.0 0.0
173.67 1.0 1.0
174.0 3.0 10.0
174.33 0.0 1.0
174.67 1.0 1.0
175.0 7.0 4.0
175.33 1.0 0.0
175.67 0.0 1.0
176.0 6.0 4.0
176.67 0.0 2.0
177.0 7.0 9.0
177.33 1.0 1.0
178.0 8.0 6.0
178.67 1.0 0.0
179.0 3.0 6.0
179.33 2.0 1.0
179.67 1.0 1.0
180.0 5.0 7.0
180.33 0.0 2.0
180.67 0.0 1.0
181.0 3.0 1.0
181.33 0.0 1.0
182.0 4.0 7.0
183.0 4.0 6.0
183.67 1.0 1.0
184.0 6.0 3.0
184.33 4.0 1.0
185.0 3.0 7.0
185.67 1.0 0.0
186.0 8.0 7.0
186.67 0.0 2.0
187.0 5.0 4.0
187.33 2.0 0.0
187.67 1.0 0.0
188.0 4.0 8.0
189.0 3.0 5.0
189.33 0.0 1.0
190.0 6.0 5.0
190.33 1.0 0.0
191.0 3.0 5.0
191.67 1.0 0.0
192.0 5.0 3.0
192.33 1.0 0.0
192.67 0.0 1.0
193.0 4.0 3.0
193.33 0.0 1.0
193.67 1.0 0.0
194.0 2.0 7.0
194.67 1.0 0.0
195.0 1.0 3.0
195.33 1.0 3.0
196.0 8.0 4.0
196.33 2.0 0.0
197.0 8.0 1.0
198.0 4.0 4.0
198.33 1.0 1.0
198.67 1.0 0.0
199.0 6.0 7.0
199.33 1.0 0.0
199.67 0.0 2.0
200.0 3.0 4.0
200.67 1.0 0.0
201.0 3.0 9.0
201.33 0.0 3.0
201.67 0.0 1.0
202.0 8.0 3.0
202.33 1.0 0.0
202.67 1.0 0.0
203.0 3.0 3.0
203.33 0.0 1.0
204.0 2.0 5.0
204.67 1.0 0.0
205.0 4.0 2.0
205.67 1.0 1.0
206.0 8.0 7.0
207.0 4.0 5.0
207.33 0.0 1.0
208.0 4.0 8.0
209.0 5.0 3.0
210.0 3.0 1.0
210.33 4.0 0.0
210.67 0.0 2.0
211.0 4.0 5.0
212.0 4.0 5.0
212.33 1.0 0.0
213.0 4.0 5.0
213.33 1.0 0.0
214.0 4.0 3.0
214.67 0.0 1.0
215.0 6.0 4.0
216.0 8.0 6.0
216.33 1.0 0.0
216.67 0.0 1.0
217.0 2.0 7.0
217.33 1.0 0.0
217.67 1.0 0.0
218.0 7.0 8.0
218.67 0.0 1.0
219.0 10.0 4.0
219.67 1.0 1.0
220.0 7.0 4.0
220.33 0.0 1.0
221.0 3.0 14.0
221.67 0.0 1.0
222.0 5.0 7.0
223.0 4.0 3.0
224.0 3.0 4.0
224.33 1.0 0.0
225.0 5.0 3.0
226.0 0.0 2.0
227.0 3.0 4.0
228.0 3.0 2.0
229.0 1.0 3.0
230.0 3.0 2.0
231.0 5.0 1.0
232.0 3.0 3.0
233.0 6.0 5.0
234.0 0.0 4.0
235.0 6.0 6.0
236.0 5.0 0.0
237.0 3.0 8.0
238.0 2.0 2.0
238.33 1.0 0.0
239.0 3.0 4.0
240.0 3.0 2.0
241.0 6.0 5.0
241.67 1.0 0.0
242.0 5.0 2.0
242.33 0.0 1.0
243.0 4.0 1.0
244.0 5.0 3.0
245.0 4.0 3.0
246.0 3.0 6.0
246.33 0.0 1.0
247.0 0.0 7.0
248.0 5.0 1.0
249.0 2.0 1.0
250.0 2.0 4.0
250.75 1.0 0.0
251.0 3.0 1.0
251.25 0.0 1.0
252.0 4.0 2.0
253.0 4.0 5.0
254.0 6.0 5.0
254.67 0.0 1.0
255.0 1.0 4.0
255.67 0.0 1.0
256.0 6.0 3.0
256.33 1.0 0.0
257.0 0.0 2.0
258.0 5.0 7.0
258.67 0.0 1.0
259.0 1.0 0.0
260.0 6.0 5.0
261.0 4.0 3.0
261.67 1.0 0.0
262.0 1.0 3.0
263.0 5.0 4.0
263.67 1.0 1.0
264.0 2.0 2.0
264.33 0.0 1.0
265.0 5.0 5.0
266.0 3.0 3.0
266.67 0.0 1.0
267.0 4.0 3.0
268.0 3.0 3.0
269.0 6.0 5.0
270.0 3.0 4.0
271.0 3.0 4.0
271.67 1.0 0.0
272.0 4.0 4.0
272.33 0.0 1.0
272.67 0.0 1.0
273.0 4.0 1.0
274.0 4.0 4.0
274.33 1.0 0.0
275.0 4.0 6.0
276.0 1.0 5.0
277.0 1.0 2.0
278.0 1.0 0.0
279.0 2.0 0.0
280.0 4.0 5.0
281.0 3.0 1.0
281.33 1.0 0.0
282.0 1.0 7.0
283.0 2.0 4.0
284.0 2.0 1.0
285.0 4.0 1.0
285.67 0.0 1.0
286.0 3.0 2.0
287.0 1.0 3.0
287.67 1.0 0.0
288.0 3.0 3.0
288.33 0.0 1.0
288.67 1.0 0.0
289.0 0.0 2.0
289.33 0.0 1.0
290.0 2.0 2.0
291.0 2.0 0.0
291.67 0.0 1.0
292.0 4.0 2.0
293.0 5.0 3.0
294.0 5.0 2.0
295.0 2.0 5.0
296.0 3.0 5.0
297.0 2.0 1.0
297.67 0.0 1.0
298.0 7.0 1.0
299.0 2.0 0.0
299.67 0.0 1.0
300.0 0.0 4.0
301.0 1.0 2.0
302.0 3.0 4.0
303.0 2.0 5.0
304.0 1.0 4.0
305.0 4.0 1.0
306.0 1.0 1.0
307.0 4.0 3.0
308.0 1.0 3.0
309.0 2.0 3.0
310.0 3.0 0.0
311.0 4.0 2.0
312.0 2.0 2.0
313.0 1.0 5.0
314.0 3.0 0.0
315.0 4.0 2.0
316.0 1.0 5.0
317.0 3.0 3.0
318.0 2.0 0.0
319.0 2.0 3.0
320.0 5.0 3.0
321.0 4.0 4.0
322.0 4.0 3.0
323.0 3.0 5.0
324.0 2.0 3.0
325.0 2.0 4.0
326.0 2.0 3.0
327.0 2.0 1.0
328.0 1.0 2.0
329.0 6.0 2.0
330.0 1.0 4.0
331.0 2.0 3.0
332.0 1.0 2.0
333.0 4.0 2.0
334.0 4.0 4.0
335.0 1.0 2.0
336.0 1.0 3.0
337.0 2.0 0.0
338.0 2.0 2.0
339.0 1.0 3.0
340.0 0.0 3.0
341.0 3.0 1.0
342.0 2.0 0.0
343.0 2.0 2.0
344.0 2.0 2.0
345.0 2.0 2.0
346.0 3.0 2.0
347.0 2.0 2.0
348.0 1.0 2.0
349.0 2.0 3.0
350.0 1.0 1.0
351.0 0.0 3.0
352.0 1.0 1.0
354.0 2.0 1.0
355.0 1.0 0.0
356.0 2.0 2.0
357.0 1.0 0.0
358.0 3.0 1.0
359.0 1.0 0.0
360.0 0.0 3.0
361.0 1.0 1.0
362.0 3.0 2.0
363.0 1.0 1.0
365.0 1.0 1.0
366.0 1.0 1.0
367.0 5.0 2.0
368.0 2.0 2.0
369.0 1.0 5.0
370.0 2.0 2.0
371.0 0.0 2.0
372.0 4.0 1.0
373.0 2.0 0.0
374.0 0.0 4.0
374.67 0.0 1.0
375.0 3.0 1.0
376.0 2.0 1.0
377.0 2.0 3.0
378.0 0.0 1.0
379.0 2.0 1.0
380.0 0.0 1.0
381.0 1.0 1.0
382.0 1.0 1.0
383.0 2.0 2.0
384.0 2.0 2.0
385.0 0.0 1.0
386.0 0.0 1.0
387.0 1.0 0.0
388.0 2.0 0.0
389.0 2.0 1.0
390.0 3.0 2.0
391.0 1.0 1.0
391.33 1.0 0.0
392.0 2.0 0.0
393.0 3.0 1.0
394.0 3.0 4.0
395.0 0.0 5.0
396.0 0.0 3.0
397.0 2.0 0.0
398.0 1.0 1.0
399.0 2.0 2.0
401.0 0.0 1.0
402.0 3.0 0.0
403.0 1.0 1.0
404.0 1.0 5.0
405.0 2.0 1.0
406.0 1.0 1.0
407.0 1.0 2.0
408.0 1.0 1.0
409.0 2.0 1.0
410.0 1.0 1.0
411.0 1.0 2.0
412.0 2.0 0.0
413.0 0.0 2.0
414.0 2.0 2.0
415.0 1.0 0.0
416.0 3.0 1.0
418.0 2.0 3.0
420.0 3.0 2.0
421.0 1.0 0.0
422.0 1.0 2.0
423.0 0.0 3.0
424.0 1.0 1.0
425.0 2.0 0.0
426.0 3.0 2.0
427.0 2.0 1.0
428.0 1.0 3.0
429.0 1.0 2.0
430.0 2.0 2.0
431.0 2.0 1.0
432.0 0.0 1.0
433.0 1.0 2.0
434.0 2.0 1.0
435.0 1.0 2.0
436.0 0.0 2.0
437.0 0.0 1.0
439.0 1.0 0.0
440.0 1.0 0.0
441.0 1.0 1.0
442.0 2.0 1.0
443.0 1.0 0.0
444.0 0.0 2.0
445.0 1.0 1.0
446.0 1.0 0.0
447.0 1.0 0.0
