# Value  before after
3.0 62.0 0.0
4.0 19.0 62.0
5.0 19.0 19.0
6.0 6.0 19.0
7.0 3.0 6.0
8.0 6.0 3.0
9.0 2.0 6.0
10.0 4.0 2.0
11.0 3.0 4.0
12.0 0.0 3.0
13.0 1.0 0.0
14.0 2.0 1.0
15.0 0.0 2.0
16.0 1.0 0.0
17.0 3.0 1.0
18.0 3.0 3.0
19.0 0.0 3.0
20.0 1.0 0.0
21.0 0.0 1.0
24.0 1.0 0.0
25.0 1.0 1.0
26.0 0.0 1.0
30.0 1.0 0.0
31.0 0.0 1.0
32.0 1.0 0.0
33.0 1.0 1.0
34.0 1.0 1.0
35.0 0.0 1.0
41.0 1.0 0.0
42.0 0.0 1.0
43.0 1.0 0.0
44.0 0.0 1.0
45.0 1.0 0.0
46.0 0.0 1.0
47.0 1.0 0.0
48.0 0.0 1.0
67.0 1.0 0.0
68.0 0.0 1.0
69.0 1.0 0.0
70.0 0.0 1.0
82.0 1.0 0.0
83.0 0.0 1.0
119.0 1.0 0.0
120.0 0.0 1.0
158.0 1.0 0.0
159.0 0.0 1.0
