# Value  before after
2.0 4.0 0.0
3.0 3.0 2.0
4.0 1.0 3.0
5.0 0.0 2.0
6.0 2.0 0.0
7.0 0.0 2.0
8.0 0.0 1.0
9.0 1.0 0.0
10.0 1.0 1.0
12.0 1.0 1.0
13.0 1.0 0.0
15.0 1.0 0.0
16.0 0.0 2.0
18.0 0.0 1.0
22.0 2.0 0.0
25.0 1.0 0.0
26.0 0.0 1.0
28.0 0.0 1.0
29.0 1.0 0.0
30.0 0.0 1.0
31.0 1.0 1.0
33.0 2.0 0.0
34.0 2.0 1.0
35.0 0.0 4.0
57.0 1.0 0.0
58.0 0.0 1.0
64.0 2.0 0.0
65.0 0.0 2.0
72.0 1.0 0.0
73.0 0.0 1.0
76.0 1.0 0.0
77.0 0.0 1.0
109.0 1.0 0.0
110.0 1.0 1.0
112.0 0.0 1.0
175.0 1.0 0.0
176.0 0.0 1.0
260.0 1.0 0.0
263.0 0.0 1.0
362.0 1.0 0.0
364.0 0.0 1.0
443.0 1.0 0.0
446.0 0.0 1.0
461.0 1.0 0.0
463.0 0.0 1.0
469.0 1.0 0.0
474.0 0.0 1.0
514.0 1.0 0.0
516.0 0.0 1.0
574.0 1.0 0.0
577.0 0.0 1.0
644.0 1.0 0.0
646.0 1.0 0.0
647.0 0.0 1.0
652.0 0.0 1.0
751.0 1.0 0.0
754.0 0.0 1.0
793.0 1.0 0.0
796.0 0.0 1.0
947.0 1.0 0.0
948.0 0.0 1.0
1063.0 1.0 0.0
1067.0 0.0 1.0
1430.0 1.0 0.0
1431.0 0.0 1.0
1533.0 1.0 0.0
1534.0 0.0 1.0
1600.0 1.0 0.0
1601.0 0.0 1.0
2194.0 1.0 0.0
2201.0 0.0 1.0
2284.0 1.0 0.0
2285.0 0.0 1.0
2451.0 1.0 0.0
2452.0 0.0 1.0
2495.0 1.0 0.0
2496.0 0.0 1.0
3495.0 1.0 0.0
3497.0 0.0 1.0
3742.0 1.0 0.0
3743.0 0.0 1.0
6742.0 1.0 0.0
6743.0 0.0 1.0
55711.0 1.0 0.0
55713.0 0.0 1.0
