# Value  before after
2.0 5.0 0.0
3.0 4.0 2.0
4.0 1.0 5.0
5.0 0.0 1.0
6.0 1.0 0.0
7.0 0.0 3.0
9.0 1.0 0.0
10.0 1.0 0.0
11.0 1.0 2.0
12.0 1.0 1.0
13.0 2.0 0.0
14.0 2.0 1.0
15.0 1.0 1.0
16.0 0.0 1.0
18.0 0.0 3.0
20.0 1.0 0.0
21.0 0.0 1.0
22.0 2.0 0.0
25.0 1.0 0.0
26.0 0.0 3.0
29.0 1.0 0.0
31.0 1.0 1.0
33.0 1.0 0.0
34.0 1.0 1.0
35.0 0.0 1.0
37.0 0.0 1.0
59.0 1.0 0.0
62.0 0.0 1.0
64.0 2.0 0.0
65.0 1.0 1.0
67.0 0.0 2.0
72.0 1.0 0.0
73.0 0.0 1.0
76.0 1.0 0.0
80.0 0.0 1.0
87.0 1.0 0.0
89.0 0.0 1.0
110.0 1.0 0.0
112.0 0.0 1.0
132.0 1.0 0.0
137.0 0.0 1.0
155.0 1.0 0.0
156.0 0.0 1.0
177.0 1.0 0.0
180.0 0.0 1.0
181.0 1.0 0.0
183.0 0.0 1.0
260.0 1.0 0.0
263.0 0.0 1.0
362.0 1.0 0.0
366.0 0.0 1.0
461.0 1.0 0.0
469.0 1.0 0.0
470.0 0.0 2.0
473.0 1.0 0.0
477.0 0.0 1.0
644.0 1.0 0.0
645.0 0.0 1.0
646.0 1.0 0.0
648.0 0.0 1.0
746.0 1.0 0.0
747.0 0.0 1.0
1417.0 1.0 0.0
1418.0 0.0 1.0
1533.0 1.0 0.0
1534.0 0.0 1.0
1856.0 1.0 0.0
1860.0 0.0 1.0
2194.0 1.0 0.0
2201.0 0.0 1.0
2284.0 1.0 0.0
2285.0 0.0 1.0
2589.0 1.0 0.0
2590.0 0.0 1.0
2831.0 1.0 0.0
2832.0 0.0 1.0
3075.0 1.0 0.0
3076.0 0.0 1.0
3495.0 1.0 0.0
3498.0 0.0 1.0
4013.0 1.0 0.0
4014.0 0.0 1.0
4447.0 1.0 0.0
4449.0 0.0 1.0
6742.0 1.0 0.0
6746.0 0.0 1.0
7848.0 1.0 0.0
7850.0 0.0 1.0
8698.0 1.0 0.0
8701.0 0.0 1.0
55711.0 1.0 0.0
55713.0 0.0 1.0
