# Value  before after
0.36 1.0 0.0
0.37 1.0 0.0
0.38 0.0 1.0
0.39 0.0 1.0
0.43 1.0 0.0
0.44 1.0 1.0
0.52 2.0 0.0
0.55 1.0 0.0
0.58 1.0 0.0
0.6 1.0 1.0
0.61 1.0 0.0
0.66 2.0 0.0
0.69 1.0 1.0
0.7 0.0 1.0
0.72 1.0 0.0
0.75 2.0 0.0
0.76 1.0 0.0
0.77 1.0 1.0
0.78 1.0 1.0
0.79 1.0 0.0
0.81 1.0 0.0
0.82 1.0 0.0
0.83 1.0 1.0
0.85 1.0 0.0
0.86 2.0 0.0
0.87 1.0 0.0
0.88 2.0 0.0
0.89 1.0 2.0
0.9 0.0 1.0
0.91 1.0 0.0
0.92 1.0 0.0
0.93 1.0 2.0
0.94 2.0 0.0
0.96 2.0 0.0
0.97 1.0 0.0
0.98 1.0 0.0
0.99 1.0 0.0
1.0 2.0 0.0
1.01 1.0 0.0
1.04 1.0 0.0
1.05 1.0 1.0
1.06 1.0 0.0
1.07 2.0 0.0
1.08 1.0 0.0
1.09 3.0 0.0
1.1 1.0 0.0
1.11 1.0 0.0
1.12 2.0 1.0
1.13 3.0 0.0
1.14 2.0 0.0
1.15 1.0 0.0
1.17 1.0 0.0
1.19 1.0 0.0
1.22 0.0 1.0
1.24 1.0 0.0
1.25 1.0 0.0
1.26 0.0 1.0
1.27 2.0 0.0
1.29 1.0 0.0
1.33 2.0 0.0
1.35 1.0 0.0
1.36 0.0 1.0
1.39 0.0 1.0
1.4 0.0 1.0
1.41 0.0 1.0
1.44 1.0 0.0
1.47 1.0 0.0
1.5 3.0 0.0
1.58 0.0 1.0
1.6 2.0 0.0
1.67 0.0 1.0
1.71 1.0 0.0
1.74 0.0 1.0
1.88 0.0 2.0
1.98 0.0 1.0
2.0 4.0 0.0
2.05 0.0 1.0
2.15 0.0 1.0
2.53 0.0 1.0
2.55 0.0 1.0
2.63 0.0 1.0
2.75 0.0 1.0
3.19 0.0 1.0
3.32 0.0 1.0
3.72 0.0 1.0
3.88 0.0 1.0
4.0 3.0 0.0
4.43 0.0 1.0
4.88 0.0 1.0
5.32 0.0 1.0
5.77 0.0 1.0
5.81 0.0 1.0
6.05 0.0 1.0
6.1 0.0 1.0
6.19 0.0 1.0
6.25 0.0 1.0
6.49 0.0 1.0
8.95 0.0 1.0
9.06 0.0 1.0
12.49 0.0 1.0
12.78 0.0 1.0
12.9 0.0 1.0
12.98 0.0 1.0
15.79 0.0 1.0
17.0 0.0 1.0
18.95 0.0 1.0
21.14 0.0 1.0
21.6 0.0 1.0
25.23 0.0 1.0
28.09 0.0 1.0
32.24 0.0 1.0
34.19 0.0 1.0
35.89 0.0 1.0
40.71 0.0 1.0
42.85 0.0 1.0
66.25 0.0 1.0
67.25 0.0 1.0
70.64 0.0 1.0
76.27 0.0 1.0
85.29 0.0 1.0
94.47 0.0 1.0
100.0 0.0 1.0
118.5 0.0 1.0
125.85 0.0 1.0
135.25 0.0 1.0
163.0 0.0 1.0
190.33 0.0 1.0
215.4 0.0 1.0
244.14 0.0 1.0
255.5 0.0 1.0
263.5 0.0 1.0
502.0 0.0 1.0
526.0 0.0 1.0
531.0 0.0 1.0
662.5 0.0 1.0
786.8 0.0 1.0
