# Value  before after
3.0 3.0 0.0
4.0 3.0 3.0
5.0 1.0 2.0
6.0 1.0 0.0
7.0 3.0 1.0
8.0 1.0 4.0
9.0 2.0 0.0
10.0 1.0 0.0
11.0 0.0 2.0
12.0 1.0 1.0
13.0 2.0 0.0
14.0 0.0 1.0
15.0 1.0 2.0
16.0 0.0 1.0
18.0 1.0 1.0
19.0 1.0 2.0
21.0 0.0 1.0
23.0 1.0 0.0
24.0 0.0 1.0
27.0 1.0 0.0
30.0 1.0 0.0
31.0 1.0 0.0
34.0 1.0 1.0
35.0 0.0 2.0
41.0 1.0 0.0
43.0 1.0 1.0
44.0 1.0 1.0
46.0 0.0 1.0
48.0 1.0 0.0
49.0 1.0 1.0
50.0 1.0 1.0
54.0 0.0 1.0
58.0 1.0 0.0
59.0 0.0 1.0
60.0 1.0 0.0
61.0 0.0 2.0
62.0 2.0 0.0
63.0 0.0 2.0
64.0 1.0 0.0
66.0 1.0 0.0
67.0 0.0 2.0
76.0 1.0 0.0
77.0 1.0 1.0
79.0 0.0 1.0
80.0 1.0 0.0
81.0 0.0 1.0
90.0 1.0 0.0
91.0 0.0 1.0
94.0 1.0 0.0
96.0 0.0 1.0
148.0 1.0 0.0
149.0 1.0 0.0
150.0 1.0 2.0
151.0 1.0 1.0
154.0 0.0 1.0
157.0 1.0 0.0
158.0 0.0 1.0
171.0 1.0 0.0
172.0 0.0 1.0
199.0 1.0 0.0
202.0 0.0 1.0
213.0 1.0 0.0
214.0 0.0 1.0
271.0 1.0 0.0
275.0 1.0 0.0
276.0 0.0 2.0
299.0 1.0 0.0
300.0 0.0 1.0
327.0 1.0 0.0
329.0 0.0 1.0
384.0 1.0 0.0
388.0 0.0 1.0
405.0 1.0 0.0
406.0 0.0 1.0
422.0 1.0 0.0
423.0 0.0 1.0
427.0 1.0 0.0
428.0 0.0 1.0
823.0 1.0 0.0
826.0 0.0 1.0
950.0 1.0 0.0
951.0 0.0 1.0
1017.0 1.0 0.0
1023.0 0.0 1.0
1055.0 1.0 0.0
1064.0 0.0 1.0
1158.0 1.0 0.0
1160.0 0.0 1.0
1286.0 1.0 0.0
1293.0 0.0 1.0
1485.0 1.0 0.0
1487.0 0.0 1.0
1493.0 1.0 0.0
1495.0 0.0 1.0
1589.0 1.0 0.0
1593.0 0.0 1.0
1854.0 1.0 0.0
1856.0 0.0 1.0
1890.0 1.0 0.0
1891.0 0.0 1.0
2232.0 1.0 0.0
2236.0 0.0 1.0
2283.0 1.0 0.0
2285.0 0.0 1.0
3029.0 1.0 0.0
3033.0 0.0 1.0
3382.0 1.0 0.0
3385.0 0.0 1.0
4133.0 1.0 0.0
4134.0 0.0 1.0
4324.0 1.0 0.0
4334.0 0.0 1.0
5304.0 1.0 0.0
5308.0 0.0 1.0
5423.0 1.0 0.0
5424.0 0.0 1.0
5656.0 1.0 0.0
5657.0 0.0 1.0
5887.0 1.0 0.0
5891.0 0.0 1.0
7014.0 1.0 0.0
7017.0 0.0 1.0
7858.0 1.0 0.0
7864.0 0.0 1.0
8967.0 1.0 0.0
8975.0 0.0 1.0
10788.0 1.0 0.0
10790.0 0.0 1.0
21972.0 1.0 0.0
21974.0 0.0 1.0
25202.0 1.0 0.0
25203.0 0.0 1.0
26309.0 1.0 0.0
26311.0 0.0 1.0
