# Value  before after
2.0 1.0 0.0
3.0 3.0 1.0
4.0 0.0 2.0
7.0 1.0 0.0
8.0 1.0 2.0
9.0 1.0 1.0
10.0 0.0 1.0
12.0 1.0 0.0
13.0 2.0 0.0
14.0 0.0 1.0
15.0 1.0 2.0
16.0 0.0 1.0
17.0 1.0 0.0
18.0 0.0 1.0
22.0 1.0 0.0
25.0 0.0 1.0
31.0 1.0 0.0
33.0 1.0 0.0
34.0 0.0 1.0
38.0 0.0 1.0
59.0 1.0 0.0
60.0 0.0 1.0
64.0 1.0 0.0
65.0 0.0 1.0
72.0 1.0 0.0
73.0 0.0 1.0
110.0 1.0 0.0
111.0 0.0 1.0
260.0 1.0 0.0
261.0 0.0 1.0
362.0 1.0 0.0
363.0 0.0 1.0
443.0 1.0 0.0
445.0 0.0 1.0
469.0 1.0 0.0
470.0 0.0 1.0
751.0 1.0 0.0
752.0 0.0 1.0
793.0 1.0 0.0
794.0 0.0 1.0
824.0 1.0 0.0
825.0 0.0 1.0
1063.0 1.0 0.0
1066.0 0.0 1.0
1533.0 1.0 0.0
1534.0 0.0 1.0
1755.0 1.0 0.0
1757.0 0.0 1.0
3495.0 1.0 0.0
3496.0 0.0 1.0
8698.0 1.0 0.0
8700.0 0.0 1.0
