# Value  before after
2.0 6.0 0.0
3.0 0.0 5.0
4.0 2.0 1.0
5.0 0.0 1.0
7.0 1.0 1.0
9.0 0.0 1.0
12.0 1.0 0.0
14.0 1.0 1.0
15.0 0.0 1.0
17.0 1.0 0.0
19.0 0.0 1.0
22.0 1.0 0.0
23.0 0.0 1.0
25.0 2.0 0.0
27.0 0.0 1.0
28.0 1.0 1.0
29.0 0.0 1.0
31.0 1.0 0.0
33.0 1.0 0.0
34.0 0.0 2.0
58.0 1.0 0.0
59.0 0.0 1.0
65.0 1.0 0.0
66.0 0.0 1.0
72.0 1.0 0.0
73.0 0.0 1.0
76.0 1.0 0.0
77.0 0.0 1.0
132.0 1.0 0.0
134.0 0.0 1.0
137.0 1.0 0.0
139.0 0.0 1.0
155.0 1.0 0.0
156.0 0.0 1.0
175.0 1.0 0.0
176.0 0.0 1.0
362.0 1.0 0.0
367.0 0.0 1.0
393.0 1.0 0.0
395.0 0.0 1.0
443.0 1.0 0.0
445.0 0.0 1.0
461.0 1.0 0.0
462.0 0.0 1.0
469.0 1.0 0.0
471.0 0.0 1.0
473.0 1.0 0.0
475.0 0.0 1.0
574.0 1.0 0.0
577.0 0.0 1.0
646.0 1.0 0.0
647.0 0.0 1.0
746.0 1.0 0.0
747.0 0.0 1.0
830.0 1.0 0.0
831.0 0.0 1.0
947.0 1.0 0.0
948.0 0.0 1.0
1063.0 1.0 0.0
1064.0 0.0 1.0
1116.0 1.0 0.0
1117.0 0.0 1.0
1361.0 1.0 0.0
1366.0 0.0 1.0
1430.0 1.0 0.0
1431.0 0.0 1.0
1755.0 1.0 0.0
1756.0 0.0 1.0
1975.0 1.0 0.0
1977.0 0.0 1.0
2396.0 1.0 0.0
2397.0 0.0 1.0
2468.0 1.0 0.0
2470.0 0.0 1.0
3176.0 1.0 0.0
3177.0 0.0 1.0
3495.0 1.0 0.0
3496.0 0.0 1.0
4013.0 1.0 0.0
4015.0 0.0 1.0
6742.0 1.0 0.0
6743.0 0.0 1.0
7848.0 1.0 0.0
7849.0 0.0 1.0
8698.0 1.0 0.0
8701.0 0.0 1.0
