# Value  before after
3.0 71.0 0.0
4.0 17.0 71.0
5.0 7.0 17.0
6.0 8.0 7.0
7.0 3.0 8.0
8.0 4.0 3.0
9.0 2.0 4.0
10.0 2.0 2.0
11.0 1.0 2.0
12.0 3.0 1.0
13.0 1.0 3.0
14.0 1.0 1.0
15.0 1.0 1.0
16.0 1.0 1.0
17.0 2.0 1.0
18.0 3.0 2.0
19.0 1.0 3.0
20.0 0.0 1.0
21.0 5.0 0.0
22.0 0.0 5.0
23.0 1.0 0.0
24.0 1.0 1.0
25.0 0.0 1.0
26.0 1.0 0.0
27.0 0.0 1.0
29.0 1.0 0.0
30.0 0.0 1.0
38.0 1.0 0.0
39.0 0.0 1.0
44.0 1.0 0.0
45.0 1.0 1.0
46.0 0.0 1.0
50.0 1.0 0.0
51.0 0.0 1.0
54.0 1.0 0.0
55.0 0.0 1.0
56.0 1.0 0.0
57.0 0.0 1.0
58.0 1.0 0.0
59.0 0.0 1.0
98.0 1.0 0.0
99.0 0.0 1.0
102.0 1.0 0.0
103.0 0.0 1.0
113.0 1.0 0.0
114.0 0.0 1.0
132.0 1.0 0.0
133.0 0.0 1.0
157.0 2.0 0.0
158.0 0.0 2.0
