# Value  before after
0.0 1.0 1.0
0.01 5.0 11.0
0.02 18.0 21.0
0.03 24.0 27.0
0.04 27.0 21.0
0.05 12.0 10.0
0.06 8.0 12.0
0.07 7.0 6.0
0.08 6.0 3.0
0.09 4.0 0.0
0.13 0.0 1.0
0.14 1.0 0.0
