# Value  before after
0.0 1.0 1.0
0.01 4.0 4.0
0.02 3.0 3.0
0.03 3.0 3.0
0.05 1.0 1.0
0.07 1.0 1.0
0.08 0.0 1.0
0.09 1.0 1.0
0.1 1.0 0.0
0.11 0.0 1.0
0.12 1.0 0.0
0.14 0.0 3.0
0.17 3.0 2.0
0.2 1.0 4.0
0.25 3.0 8.0
0.33 10.0 0.0
