# Value  before after
2.0 7.0 0.0
3.0 0.0 3.0
4.0 3.0 2.0
5.0 2.0 4.0
6.0 1.0 3.0
7.0 0.0 1.0
12.0 1.0 0.0
13.0 1.0 0.0
14.0 0.0 2.0
20.0 1.0 0.0
21.0 0.0 1.0
29.0 1.0 0.0
31.0 0.0 1.0
33.0 1.0 0.0
35.0 0.0 1.0
55.0 1.0 0.0
56.0 0.0 1.0
59.0 1.0 0.0
60.0 0.0 1.0
64.0 1.0 0.0
65.0 0.0 1.0
91.0 1.0 0.0
92.0 0.0 1.0
137.0 1.0 0.0
139.0 0.0 1.0
175.0 1.0 0.0
177.0 0.0 1.0
181.0 1.0 0.0
182.0 0.0 1.0
260.0 1.0 0.0
262.0 0.0 1.0
461.0 1.0 0.0
464.0 0.0 1.0
469.0 1.0 0.0
470.0 0.0 1.0
473.0 1.0 0.0
474.0 0.0 1.0
514.0 1.0 0.0
532.0 0.0 1.0
644.0 1.0 0.0
647.0 0.0 1.0
824.0 1.0 0.0
825.0 0.0 1.0
830.0 1.0 0.0
831.0 0.0 1.0
947.0 1.0 0.0
948.0 0.0 1.0
1361.0 1.0 0.0
1362.0 0.0 1.0
1856.0 1.0 0.0
1860.0 0.0 1.0
2451.0 1.0 0.0
2454.0 0.0 1.0
3176.0 1.0 0.0
3178.0 0.0 1.0
3495.0 1.0 0.0
3496.0 0.0 1.0
3742.0 1.0 0.0
3748.0 0.0 1.0
6742.0 1.0 0.0
6743.0 0.0 1.0
7848.0 1.0 0.0
7850.0 0.0 1.0
55711.0 1.0 0.0
55715.0 0.0 1.0
