# Value  before after
3.0 1.0 0.0
4.0 0.0 1.0
7.0 3.0 0.0
8.0 0.0 2.0
12.0 0.0 1.0
15.0 1.0 0.0
16.0 0.0 1.0
22.0 1.0 0.0
23.0 1.0 1.0
24.0 0.0 1.0
27.0 1.0 0.0
30.0 1.0 1.0
31.0 0.0 1.0
41.0 1.0 0.0
42.0 0.0 1.0
43.0 1.0 0.0
44.0 1.0 1.0
46.0 0.0 1.0
50.0 1.0 0.0
53.0 0.0 1.0
79.0 1.0 0.0
80.0 0.0 1.0
90.0 1.0 0.0
97.0 0.0 1.0
150.0 1.0 0.0
151.0 1.0 1.0
152.0 0.0 1.0
171.0 1.0 0.0
172.0 0.0 1.0
275.0 1.0 0.0
276.0 0.0 1.0
687.0 1.0 0.0
688.0 0.0 1.0
823.0 1.0 0.0
824.0 0.0 1.0
1017.0 1.0 0.0
1019.0 0.0 1.0
1286.0 1.0 0.0
1287.0 0.0 1.0
1911.0 1.0 0.0
1912.0 0.0 1.0
2232.0 1.0 0.0
2233.0 0.0 1.0
2268.0 1.0 0.0
2269.0 0.0 1.0
3029.0 1.0 0.0
3032.0 0.0 1.0
3845.0 1.0 0.0
3846.0 0.0 1.0
5656.0 1.0 0.0
5658.0 0.0 1.0
8967.0 1.0 0.0
8968.0 0.0 1.0
21972.0 1.0 0.0
21974.0 0.0 1.0
